name,Lat,Longitude,Height,Description
Qophaa'ina Buusaa,8.775595,38.149555,2,11 to 12
Qarsaa Sad 2ffaa,8.8620983,38.1711883,2,9 to 10
Buusaa Sad 2ffaa,8.775105,38.14927,2,9 to 10
Gururaa Goraa Sad.2ffaa,8.4467533,37.9173617,2,9 to 10
Gooroo Sad 2ffaa,8.3986033,37.86223,2,9 to 10
Asgorii sadarkaa 2ffaa,8.7962217,38.336315,2,9 to 10
Qophaa'ina Tajii,8.8348267,38.3713733,2,11 to 12
Tajii Sad. 2ffaa,8.8332583,38.3726733,2,9 to 10
Qophaa'ina Leemman,8.61074,38.6094367,2,11 to 12
Gibisoo Sadarkaa 2ffaa,8.61072,38.607985,2,9 to 10
Adaadii Maaramii Sad.2ffaa,8.6110533,38.6097717,2,9 to 10
Leemman Sad.2ffaa,8.61119,38.6099,2,9 to 10
GETUU GALATEE,8.3271,38.4446,2,9 to 10
Saabirii fi Naair Sad.2ffaa,8.39291,38.3277,2,9 to 10
Qophaa'inaa Harbuu Culullee,8.4620679,38.2544811,2,11 to 12
Harbuu Culullee Sad 2ffaa,8.46278,38.2522383,2,9 to 10
Acabar Caffee Sad.2ffaa,8.4616733,38.2519317,2,9 to 10
Tarree Sadarkaa Lamaffaa,8.5292,38.621405,2,9 to 10
Tarree Qophaa'ina,8.5291683,38.6214117,2,11 to 12
Qophaa'ina Baantuu,8.6141767,38.3697667,2,11 to 12
Kusaayee Sadarkaa 2ffaa,8.6866567,38.3533683,2,9 to 10
Baantuu Sad.2ffaa,8.6149383,38.3702883,2,9 to 10
Diilallaa Qophaa'ina,8.6391767,38.0468983,2,11 to 12
Girmaa Waldagoorgis,8.4916,38.145,2,9 to 10
Dajaazmaach Baalchaa Abbaanabs,8.456365,38.089205,2,9 to 10
Dilallaa Sad 2faa,8.63883,38.0470233,2,9 to 10
Daariyaan Sadarkaa .2faa,8.7187294,37.8905177,2,9 to 10
Haaroo Wancii Sad. 2ffaa,8.7884033,37.864245,2,9 to 10
Qoph'ainaa Daariyaan,8.6886583,37.8999183,2,11 to 12
Haroo sad 2ffaa,9.55582,37.9611,2,9 to 10
Anfaaraa Hoolotoo Sad 2ffaa,9.5982578,37.8425477,2,9 to 10
Qophaa'innaa Abuunaa,9.61842,37.9745,2,11 to 12
Gooroo furxxoo,9.68204,38.0196,2,9 to 10
Abuunaa Gindabarat,9.5982648,37.842559,2,9 to 10
Guutee Andoodee Sad 2ffaa,9.66142,37.9797,2,9 to 10
Sonboo Walisoo Sad 2ffaa,9.67621,37.9506,2,9 to 10
Olonkomii Ada'aa,9.4720672,38.3407304,2,9 to 10
Qopha'ina Inciinii,9.3114149,38.3838348,2,11 to 12
Reejjii sad. 2ffaa,9.4462455,38.3385909,2,9 to 10
Incinnii sad 2ffaa,9.3114949,38.3838583,2,9 to 10
Qophaa'inaa Reejjii,9.4464957,38.33943,2,11 to 12
Meexxii,8.9756286,37.9800914,2,1 to 10
Meexxii sadarkaa 2ffaa,8.97607,37.9801,2,9 to 10
Guutoo Adulaan Sad. 2ffaa,9.16151,37.148,2,9 to 10
Qophaa'ina Baakkoo,9.1177133,37.0606917,2,11 to 12
Shobokaa Sad 2faa,9.0951683,37.1176967,2,9 to 10
Baakkoo Sadarkaa 2ffaa,9.11939,37.05944,2,9 to 10
Tibbee Sa.2Ffaa,9.0597567,37.1775867,2,9 to 10
Jaarsoo Sadarkaa 2ffaa,9.10812,37.3922,2,9 to 10
Geedoo Sad 2ffaa,9.01311,37.4578,2,9 to 10
Cobii Sad 2 ffaa,9.3347773,37.9511443,2,9 to 10
Kaarraa Garjeedaa,8.82901,37.3615,2,9 to 10
Daannoo Roggee sad.2ffaa,8.88112,37.369,2,9 to 10
Bakkee Sirbaa Sad.2ffaa,8.69802,37.268,2,9 to 10
Qophaa'ina Sayyoo,8.76865,37.2595,2,11 to 12
Sayyoo Sad. 2ffaa,8.76863,37.2594,2,9 to 10
Gaalessa,9.13027,38.1611,2,9 to 10
Kotobaa Sad. 2ffaa,8.79585,37.9882,2,9 to 10
Qophaainaa Giincii,9.0295736,38.1376173,2,9 to 12
Gincii Sa.2Ffaa,9.029426,38.1376433,2,9 to 10
Dirree Incinnii Sad 2ffaa,8.83109,37.662,2,9 to 10
Qopha'a dirree  Inciinnii,8.8302881,37.6621735,2,9 to 12
Bolaa Sad. 2ffaa,8.81479,37.7228,2,9 to 10
Gorbaa Sad. 2ffaa,9.0449501,38.3973817,2,9 to 10
Qophaa'ina Ejeree,9.04964,38.3837,2,11 to 12
Ejeree sad 2ffaa,9.0468075,38.3960658,2,9 to 10
Oolankomii Sad.2ffaa,9.0040105,38.2537996,2,9 to 10
Qophaa'ina Gindabarat,9.5982233,37.84258,2,11 to 12
Qarree Doobbii sad.2ffaa,9.71681,37.7134,2,9 to 10
Gurraajarjaraa Sad. 2ffaa,9.56033,37.7577,2,9 to 10
Gindabarat Sa.2Ffaa,9.5982725,37.8426409,2,9 to 10
Culluxxee Sad 2faa,9.65454,37.763,2,9 to 10
Muka Diimaa sad.2ffaa,9.6001389,37.8460166,2,9 to 10
Guutee Sadarkaa 2ffaa,9.11801,37.9655,2,9 to 10
Bakkee Sad 2ffaa,9.19502,37.9408,2,9 to 10
Qophaa'ina Bakkee,9.17486,37.9544,2,11 to 12
Qophaa'ina Ijaajjii,8.9971833,37.335575,2,11 to 12
Ijaajjii Sadarka 2ffaa,8.9925317,37.33063,2,9 to 10
Bonii Sadarkaa 2ffaa,9.2818072,38.1336019,2,9 to 10
Jalduu Sadarkaa 2ffaa,9.2521319,38.0856027,2,9 to 10
Raggaasaa Bultoo Sad 2ffaa,9.3669598,38.0461252,2,9 to 10
Osolee Sad 2ffaa,9.274799,38.1384279,2,9 to 10
Qophaaina Kono Alamuu Qixxeess,9.2520984,38.0855298,2,11 to 12
Alii Kuttaayee Sad.2ffaa,8.67869,37.5449,2,9 to 10
Qophaa'ina Shanan,8.72905,37.468,2,11 to 12
Shanan Sad. 2ffaa,8.73208,37.467,2,9 to 10
Xaaboo sad 2ffaa,8.80731,37.5501,2,9 to 10
Godoraa sad.2ffaa,8.85966,37.4734,2,1 to 10
Baabbichaa sad 2ffaa,8.9734322,37.5431639,2,1 to 10
Shinoo Sa.2Ffaa,9.3257383,38.2756369,2,9 to 10
Qophaaina Shinoo,9.3177257,38.2706418,2,11 to 12
Qanyii Sad. 2ffaa,9.1261,37.6517,2,9 to 10
Baabboo sad 2 ffaa,9.18421,37.487,2,9 to 10
Qophaa'inaa Baallammii,9.1305,37.5277,2,11 to 12
Baallammii Sadarkaa 2ffaa,9.12904,37.5252,2,9 to 10
Cuqqalaa Wangee Sad ffaa,9.14803,37.4324,2,9 to 10
Shanan Mattuu,8.57867,37.3547,2,9 to 10
Caandoo Sad. 2ffaa,8.57992,37.5104,2,9 to 10
Qophaa'iina Silk ambaa,8.53828,37.4331,2,11 to 12
Silkaambaa Sad 2ffaa,8.54278,37.431,2,9 to 10
Gorosoolee Sad 2ffaa,8.9827687,37.6386793,2,9 to 10
Qopha'ina Gudar,8.9654124,37.7585346,2,11 to 12
Addis Tasfaa Sad 2ffaa,8.9817899,37.7703577,2,1 to 10
HoomiiSadarkaa2ffaa,8.97746,36.9602,2,9 to 10
Ifa Laaloo,8.8281633,37.0178383,2,9 to 10
Billoo Sad. 2ffaa,8.8922335,36.9930317,2,9 to 10
Qophaa'ina Billoo,8.9023332,36.9787878,2,11 to 12
Guddina Boshee,8.903035,37.1199833,2,9 to 10
IFAA Sadarkaa 2ffaa,9.0314573,36.4488789,2,9 to 10
Arjoo Guddattuu,9.0468207,36.2649489,2,9 to 10
Qopha'inaa Diggaa,8.9944677,36.4750876,2,11 to 12
Lalistuu Angar Sad.2ffaa,9.46766,36.5355,2,9 to 10
Qophaa'ina Angar Guutee,9.55351465,36.62920577,2,11 to 12
Jaangir Sad.2ffaa,10.0442,36.6768,2,9 to 10
Gabaa Jimaataa Sad.2ffaa,9.9106,36.5633,2,9 to 10
QophaainaaG/Ayyaana,9.872451362,36.6343312,2,11 to 12
Giddaa Ayyanaa sad. 2ffaa,9.8693,36.6275,2,9 to 10
Angar Guutee sadar. 2ffaa,9.55341,36.6293,2,9 to 10
Aannoo Sad. 2ffaa,9.0888028,36.9489011,2,9 to 10
Tibbee Sad.2ffaa,9.1998495,36.9719166,2,9 to 10
Qophaa'ina Aannoo,9.0905266,36.9489011,2,11 to 12
sayyoo sadarkaa 2ffaa,9.23765,36.93467,2,9 to 10
Gudayyaa Jaree sda. 2ffaa,9.21763,37.066915,2,9 to 10
Zangii Sadarkaa 2ffaa,9.37382,36.9608,2,9 to 10
Qophaainaa Guddayya Billaa,9.2777133,37.02704,2,11 to 12
Qophaa'ina Jaree,9.2213383,37.0758083,2,11 to 12
Gudayyaa Biilaa Sad. 2ffa,9.29372,37.0272,2,9 to 12
Luugoo Sad.2ffaa,9.36816,36.5224,2,9 to 10
Qophaa'ina Haroo Limmuu,9.83765,36.3146,2,11 to 12
Dangee sad.2ffaa,9.90683,36.2372,2,9 to 10
Haroo Limmuu Sad. 2ffaa,9.84765,36.3099,2,9 to 10
QEELLOO Sad.2ffaa,10.1023,36.4643,2,9 to 10
Birbirsa Waajjaa,9.95913,36.3767,2,9 to 10
Dongoroo Muxaa,10.0285,36.3595,2,9 to 10
Gatamaa Beesee Sad. 2ffaa,9.96909,36.5197,2,9 to 10
Arjo Sadarkaa 2ffaa,8.7604756,36.5032099,2,9 to 10
Qumbaa Sadarkaa 2ffaa,8.63606,36.534335,2,9 to 10
Gomboo Sad. 2ffaa,8.6933437,36.6137917,2,9 to 10
Qophaa'inaa Arjoo,8.7606046,36.5006706,2,11 to 12
Haaroo sad.2ffa,10.0426,36.8678,2,9 to 10
Qoqoffee Sadarkaa 2ffaa,9.91938,36.7634,2,9 to 10
Kiiramuu Sadarkaa 2ffaa,9.95695,36.8692,2,9 to 10
Qophaa'iina Kiiramuu,9.95721,36.8697,2,11 to 12
Margaa Jireenyaa Sad.2ffaa,10.1091,36.7567,2,9 to 10
Gatamaa Sad. 2Ffaa,8.9087708,36.4785855,2,9 to 10
Baandiraa,8.9217874,36.5799747,2,9 to 10
Gabaa Kamisaa sad2ffaa,9.77582,36.4264,2,9 to 10
Limmuu Sad.2ffaa,9.84582,36.4834,2,9 to 10
Arqumbee Sad.2faa,9.54894,36.5059,2,9 to 10
Makkanniisa Addaamoo,9.91475,36.4572,2,9 to 10
Qopha'ina Limmuu,9.84608,36.4837,2,11 to 12
Dirree sad.2ffaa,8.81968,36.7271,2,9 to 10
Qophaa'ina Nuunnuu,8.76512,36.639,2,11 to 12
Waamaa Adaree Sad. 2ffaa,8.76476,36.7583,2,9 to 10
Nuunuu Sad 2ffaa,8.76389,36.6383,2,9 to 10
Qophaa'na Baloo,9.295065912,36.21952362,2,11 to 12
Bakkalcha Bareedaa,9.23077,36.2536,2,9 to 10
Qophaaina Gaalloo,9.1808672,36.4545274,2,11 to 12
Jimata Gumbii sad 2ffaa,9.14837,36.4042,2,9 to 10
Baloo Sad 2ffaa,9.29456,36.2188,2,9 to 10
Saasiggaa Sad.2ffaa,9.17378,36.4618,2,9 to 10
Siree Sadarkaa 2ffaa,9.0411576,36.8648847,2,9 to 10
BUJJURAA SAD.2FFAA,9.1900017,36.8835883,2,9 to 10
Qophaa'ina Siree,9.0429341,36.8669022,2,11 to 12
Hagaloo Sadarkaa 2ffaa,9.1676683,36.865221,2,9 to 10
Burqaa Cingii Sad.2ffaa,9.0462983,36.7184817,2,9 to 10
Qophaa'inaa Moxee,8.82242,36.9253,2,11 to 12
Baataa Weennii Sadarkaa 2ffaa,8.91887,36.8847,2,9 to 10
Moxee Sad. 2ffaa,8.82364,36.9252,2,9 to 10
Qassoo Sadarkaa 2ffaa,8.84415,36.8373,2,9 to 10
Biftu Barii,9.0538767,36.6009667,2,9 to 10
Burqaa Jimaataa sad.2ffaa,9.0220457,36.6728741,2,9 to 10
Dirree Injifannoo,9.11061,36.742,2,9 to 10
Qopha'inaa Guutee,9.02742,36.6273317,2,11 to 12
SAD 2FFA LAALOOO AAYIRAA,9.0955463,35.3976954,2,9 to 10
QOPHAAYINSAA BIIFTUU AAYIRAA,9.0955651,35.3974736,2,11 to 12
Biiftuu Aayiraa Sad. 2ffa,9.08851,35.3985,2,9 to 10
QOPHANAA Laaloo Aayiraa,9.0955456,35.397584,2,9 to 10
Kaasoo,9.17621,35.8254,2,1 to 10
QOPHAA'INA ADIVEENTISTII GIMBI,9.1829953,35.8325334,2,11 to 12
QOPHAA'INA GIMBII,9.1905709,35.8245228,2,11 to 12
Gimbii Sad. 2ffaa,9.1757897,35.8352474,2,9 to 10
Biiftuu Gimbii Sad' 2ffaa,9.1675484,35.8456373,2,9 to 10
Adveentistii Gimbii Sad 2ffaa,9.18305,35.8318,2,9 to 10
QOPHAAINA MANASIBUU,9.8007128,35.114525,2,11 to 12
MANDII SADARKAA 2FFAA,9.7866171,35.1110294,2,9 to 10
Manasibu Sad. 2ffaa,9.7869854,35.111751,2,9 to 10
QOPHAA'INSAA NAJJOO,9.5138854,35.492741,2,11 to 12
AGGAAR ALALTUU,9.5151201,35.4863528,2,9 to 10
QARSA GAMBEL,9.519303,35.055496,2,9 to 10
AMBAALLOO DIILLAA,9.37004,35.1143,2,9 to 10
QOPHAINA BABBO GAMBEL,9.4549244,35.2113351,2,11 to 12
Baabboo Gambeel sadarkaa 2ffa,9.4833042,35.1893153,2,9 to 10
QOPHAA'INAA BEGII,9.3579777,34.5335328,2,11 to 12
Sadarkaa 2ffaa Begii,9.3575966,34.5329896,2,9 to 10
Tenzee sad-2ffaa,9.3423902,34.5366237,2,9 to 10
Kobor,9.3605828,34.5327446,2,9 to 10
Gunfii,9.3475054,34.5273205,2,9 to 10
qophinaa bojji coqorsaa,9.30085,35.5567,2,11 to 12
Fiigaa Koobbaraa Sad 2ffaa,9.23475,35.5365,2,9 to 10
Boojji Coqorsaa sad2ffaa,9.318403,35.556404,2,9 to 10
MANA JAARTEE BIQQIR SAD. 2FFAA,9.34931,35.429,2,9 to 10
AMUUMMAA HEENNAA SAD 2FFAA,9.3489,35.5336,2,9 to 10
HIDHABUU XOBBII SAD 2FFAA,9.3686676,35.5948853,2,9 to 10
QOPHAA'INA BOOJJII DIRMAJJII,9.35147,35.6097,2,11 to 12
Boojjii Sad. 2Ffaa,9.41996,35.6036,2,9 to 10
BURQAADEENBIISADARKA2FFAA,8.99873,35.6845,2,9 to 10
BIIFTUU DIBBEE,9.0885686,35.6637288,2,9 to 10
SEENAA GANJII Prip.,9.0405,35.6172,2,11 to 12
Seenaa Ganjii Sad 2ffaa,9.04081,35.6174,2,9 to 10
Suphee Ujjikkaa,9.1957778,35.8225444,2,1 to 10
DAALOO MIKAA'EEL,9.1761565,35.8253533,2,1 to 12
MAARACHE WADABOO SAD2FF,9.19347,35.95,2,9 to 10
WALOO SAD.2FFAA,9.1407778,35.8348729,2,9 to 10
GABAA SANBATAA,9.09228,35.9052,2,9 to 10
JOOGIR SADARKA 2FFAA,9.03273,36.0221,2,9 to 10
HAROO BIQILAAL,9.27911,35.8581,2,9 to 10
DAALOO SAD. 2ffaa,9.13278,35.7616,2,9 to 10
Qophaa'ina Gambeelaa,9.13361,35.7617,2,11 to 12
WIIRTUU CALLIYAA SAD2FAA,9.1728653,35.5051324,2,9 to 10
BIFTUU JARSO SAD2FFAA,9.1800451,35.4882284,2,9 to 10
GULLISOO SADARKAA 2FFAA,9.169111,35.4689678,2,9 to 10
QOPHAA'INA GULLISOO,9.164782,35.4696823,2,11 to 12
DIILLAA GOOGOLAA,9.27114,35.1998,2,9 to 10
HOORIST ISPIINGS Sadarkaa 2ff,9.1638586,35.4737584,2,9 to 10
GAALLAWOO SAD 2FFAA,9.16724,35.4696,2,9 to 10
Hoorsitti Ispingies QOPHAA'INA,9.1639565,35.473811,2,11 to 12
M/B QOPHAA'INAA GUYII,8.99373784,35.82887219,2,11 to 12
Gurraacha Allataa SAD2FFA,8.9894988,35.8253215,2,9 to 10
Qakkii sad. 2ffaa,8.9927677,35.8226491,2,9 to 10
CONGEE SAD. 2FFAA,8.9917497,35.823064,2,9 to 10
Guyii   Sad. 2ffaa,8.9873876,35.826701,2,9 to 10
QOPHAAINSAA HOOMAA,9.0798798,35.6951832,2,11 to 12
Sootalloo sad. 2ffaa,9.02013,35.7382,2,9 to 10
Hoomaa sad. 2ffaa,9.07176,35.6971,2,9 to 10
HARO BIRU,9.4901717,35.4045183,2,9 to 10
QOPHAa'INA JAARSOO,9.45485,35.3127,2,11 to 12
Sad. 2ffaa Jaarsoo,9.45411,35.3125,2,9 to 10
Wallaggaa Adventistii,9.2621861,35.6934134,2,9 to 10
HARROOJJII SAD. 2FFAA,9.1774111,35.6421223,2,9 to 10
Innaangoo Sad. 2ffaa,9.1673497,35.6732662,2,9 to 10
FAYYISA KELLAYY,9.1887088,35.715986,2,9 to 10
DONGORO SAD. 2FFAA,9.2936264,35.666094,2,9 to 10
INANGO QOPHA'INA,9.1585347,35.6809889,2,11 to 12
Burqaa Wanjoo,9.1734922,35.6572668,2,9 to 10
RAAYYAA MUL'ATAA,9.1664315,35.7073955,2,9 to 10
wallagga adivenstist qopha a ;,9.2576139,35.6951206,2,11 to 12
M/B QOPHAA'INAA WARRAJIRRUU,9.6004846,35.3684924,2,11 to 12
Warra Jirruu Sad 2ffaa,9.5993378,35.3728571,2,9 to 10
Goorii Sad 2ffaa,9.6197766,35.3198937,2,9 to 10
Gombo Dhagaa Adii,9.77989,35.1419,2,1 to 10
Waankii Gophaoo Sad 2FFaa,9.7777813,35.1197582,2,9 to 10
Beengu aa Sadarkaa 2FFaa,9.778752,34.9200339,2,9 to 10
karra waayyuu sad 2ffaa,9.8326703,35.0730061,2,9 to 10
BIIFTUU GIDAA,9.568277,35.4115788,2,9 to 10
BURQAA NASII SAD 2FFa,9.62279,35.5107,2,9 to 10
BURQA GUDINAA,8.8432211,35.7992473,2,9 to 10
QOPHA'INA JORGO NOLE,8.8481234,35.7978383,2,11 to 12
Jorgoo Noolee,8.849359,35.7976847,2,9 to 10
BUUKEE AKKACHEE SADARKAA 2FFAA,9.6866011,35.2589914,2,9 to 10
AGAMSA BALA'AA SADARKA 2FFAA,9.6896427,35.2311426,2,9 to 10
QOPHA'INA QILXUKARA,9.6907943,35.254579,2,11 to 12
Qilxu Kaarraa sad 2ffaa,9.6912249,35.2562607,2,9 to 10
ULAA GAANTII,9.6920039,35.2636253,2,9 to 10
Qondaalaa Sad 2ffaa,9.3836431,34.6221768,2,9 to 10
BAAMSOO SAD. 2FFAA,9.3616188,34.5712447,2,9 to 10
LIQIXII SAD. 2FFAA,9.4555483,34.7920684,2,9 to 10
Qophaa'ina Qondaalaa,9.3847395,34.623103,2,11 to 12
Urjii Samarroo,8.8463972,35.6516398,2,9 to 10
Biqiltuu Dabbasoo Qophaa'ina,8.8464002,35.6511202,2,11 to 12
GUTE MIKA'EL SAD 2FFAA,8.8463379,35.652114,2,9 to 10
KOLBAA AMBOO,8.8466017,35.651826,2,9 to 10
HAROOGEECOO,8.8463611,35.6519279,2,9 to 10
GOGEETTII SADARKAA 2FFAA,8.9541733,35.4549683,2,9 to 10
QOPHA'INA YUUBDOO,8.9495512,35.4448542,2,11 to 12
DARAARAA ALAKUU,9.01875,35.4414117,2,9 to 10
HAAROMSAWARRAGUUTUU,8.9607898,35.3639661,2,9 to 10
Warqee Yuubdoo Sad. 2ffaa,8.9537833,35.4474217,2,9 to 10
Abbayyii Silxoo,8.9054864,38.9100155,2,9 to 10
Qophaaina Abbu Seeraa,8.65097,38.7822,2,11 to 12
Abbuu Seeraa,8.650982675,38.78220751,2,9 to 12
Kuuriyoo Sadarka Lammfaa,8.7731733,38.7451267,2,9 to 10
Saandafa Idget Bandinat,9.1516015,39.0246642,2,1 to 10
Sandaafa Qophaa'ina,9.1467933,39.0162849,2,11 to 12
Bakkee Sad 2ffaa,9.165118433,39.0682755,2,9 to 10
Sandaafaa Sa.2Ffaa,9.1467369,39.0162334,2,9 to 10
Siree Gooyyoo,9.026384,38.9473394,2,1 to 10
Siree Gooyyoo Sad 2ffaa,9.0267,38.946,2,9 to 10
Dirree,9.17824,38.9358,2,9 to 10
Kura Qamalee Sad2ffaa,9.2041748,38.6019588,2,9 to 10
Sanyoo Gabaa,9.2977156,38.5667608,2,9 to 10
Carraa Guddinaa,9.2976878,38.5659899,2,11 to 12
Tafkii Sadarkaa 2ffaa,8.8464862,38.4935423,2,9 to 10
Qoophaa Iina awaash Malkaa,8.94143,38.6565,2,11 to 12
Awaash Malkaa Sad2ffaa,8.7136167,38.6174017,2,9 to 10
Garfoo sad 2ffaa,9.39342,38.8322,2,9 to 10
Caanaco qophaa'ina,9.3110667,38.7601467,2,11 to 12
CANCOO ABA GADASa.2Ffaa,9.311385,38.7601267,2,9 to 10
Asgorii Subbaa,8.9655314,38.5129079,2,9 to 10
Qophaaina Kolooboo,9.0641959,38.5697946,2,11 to 12
Burqaa Haaraa,9.12659,38.6158,2,9 to 10
Mannagashaa Koloboo,9.0656625,38.5747834,2,9 to 10
Tiwwab Adamaa,8.5310983,39.2745141,2,9 to 10
Miidlaand Koomiinitii,8.557286,39.2777797,2,9 to 12
Najjaashii Sadarkaa 2ffaa,8.5381239,39.2739295,2,9 to 10
Qiddus Yoseef,8.5377121,39.2674508,2,9 to 12
Makkoo Billii,8.5581382,39.2645794,2,9 to 12
Goyaas Sad.2FFAA,8.5153794,39.2692227,2,9 to 10
Adaamaa Yuuz Akkaadami sad-2ff,8.5650493,39.2654888,2,9 to 10
Naafiyaad  Lakk-2,8.565981,39.2834773,2,9 to 10
M/B.Bultii Addaa WMO,8.5224393,39.2498931,2,9 to 12
Adama Lakk 3,8.5456423,39.2596209,2,9 to 10
Qophaa'ina Goroo,8.5585302,39.2600059,2,11 to 12
Istaar Akkaadaamii,8.5656105,39.2629451,2,9 to 10
Dambalaa sad 2ffaa,8.5339581,39.2534787,2,9 to 10
Burqaa Bokkuu,8.5077736,39.278483,2,9 to 10
Hoolii Eenjilisi,8.5644407,39.2674401,2,9 to 10
Ekseel Akaadaamii,8.5335424,39.2720481,2,9 to 12
Adaamaa boossat Sad.2FFAA,8.5302343,39.2686778,2,9 to 10
Adaamaa Sad.2ffaa,8.5321049,39.2788902,2,9 to 10
Goroo Sad.2ffaa,8.5573404,39.2621991,2,9 to 10
Bright Maayiind Akkadammi,8.5472915,39.2809437,2,9 to 10
Awaash Sad. 2ffaa,8.5526433,39.2826914,2,9 to 10
Qophaaina Hawaas,8.4990958,39.2873084,2,11 to 12
Kulafaa'urraashidiin,8.5397476,39.2762137,2,9 to 10
Qiddisti Maariyaam,8.543396,39.2742643,2,9 to 10
Nafiyaad Lakk.1,8.5378493,39.2634095,2,9 to 12
Qophaa'ina Boolee,8.5819492,39.2925499,2,9 to 12
Yaadano Ayalach Dagafaa,7.9608529,39.1325933,2,1 to 10
Rohoboot Akaadami,7.93793,39.1313056,2,1 to 10
Maarvil Internaashinaal,7.9621966,39.132721,2,9 to 10
Asallaa Qophaa'ina,7.9625016,39.1317507,2,11 to 12
Tokkumaa sad. 2ffaa,7.9594903,39.1414591,2,9 to 10
Asallaa Rihobot Akadamii,7.9382182,39.1311201,2,9 to 10
Asallaa Kaatolik Qiddus Gabria,7.9584901,39.1381004,2,9 to 10
A.D.M. Lakk.2,7.9608232,39.1316968,2,1 to 10
Dooshaa Sad 2ffaa,7.929314,39.1342315,2,9 to 10
Qophaa'ina Asallaa Lak.2,7.945756024,39.11956762,2,11 to 12
ODAA  SAD2FFAA,7.960345437,39.12321943,2,9 to 10
CILAALOO SAD.2FFAA,7.9500837,39.1338058,2,9 to 10
Beezaa       Lakk 1,8.7503184,38.9933788,2,1 to 10
Naafyaad,8.7516968,38.9682741,2,1 to 10
Tbeezaa,8.7600587,38.9385924,2,1 to 12
Jooshuwaa,8.7757317,38.9924467,2,1 to 10
Bishooftuu Qopha.sad 2ffaa,8.7514156,38.9659914,2,11 to 12
Bishooftuu sad. 2ffaa,8.7511484,38.9819688,2,9 to 10
Abeenizar,8.750058,38.9656653,2,9 to 12
BCI Beetaliheem,8.7500089,38.9545766,2,9 to 10
Lemlem Tesfaa,8.7579538,38.9535981,2,1 to 12
Qophaa'ina Baabbogaayyaa,8.7623368,38.9405499,2,11 to 12
Taayims Choyis Akaadaamii,8.7543221,38.9558812,2,1 to 10
Ada'aa Modeel,8.7564133,38.99734,2,9 to 10
Quddus Phexiroos Wa Phaawuloos,7.6821387,36.84588577,2,1 to 10
Beetasab Akkadamii,7.69179487,36.83472628,2,9 to 10
Tasfaa Tawaahidoo,7.69101789,36.83632241,2,9 to 10
Abbaa Bunaa,7.67665104,36.82219125,2,9 to 10
Eldan,7.66372309,36.8465515,2,9 to 12
Koominiitii Yuuniversity Jimma,7.68356556,36.8602539,2,9 to 12
Qiddus Phexros Phawulos,7.68214101,36.84593532,2,9 to 10
Saxoo Samaroo,7.68672078,36.8349197,2,9 to 10
Jireen Sad.2ffaa,7.6781317,36.8505733,2,9 to 10
Jimmaa Qopha'ina,7.67079031,36.82890395,2,11 to 12
Jimmaa,7.65990442,36.83968864,2,9 to 10
Daaloo sad 2ffaa,9.0906807,36.5845883,2,9 to 10
Dirre Jaatoo,9.0796599,36.5450222,2,9 to 10
Beeteel Akkaadaamii,9.0904444,36.5666971,2,9 to 12
Qopha'ina Kidane Mihret,9.0806171,36.5319154,2,11 to 12
Qopha'ina Dire jato,9.0878818,36.5505852,2,11 to 12
Kumsa Morooda Sad 2ffaa,9.099557,36.5477887,2,9 to 10
Qopha'ina Leqa Naqamtee,9.0932266,36.5376571,2,11 to 12
Sanshaayini Naqamtee,9.0853163,36.5257415,2,9 to 10
Onosmos Nasib Akkadami,9.0897052,36.5606199,2,9 to 10
ASK Sad 2ffaa,9.1001451,36.5626457,2,9 to 12
Kidaane Mihrati,9.081462,36.5397578,2,9 to 10
Biiftuu Naqamtee Sad. 2ffaa,9.0893498,36.5437362,2,9 to 10
Qophaa'ina Naqamtee.,9.0915292,36.5623081,2,11 to 12
Dargee Sad.2ffaa,9.0759073,36.5302265,2,9 to 10
Al Imaan,7.1981176,38.6106168,2,1 to 10
Paaradaayiz vaalii Akkaadaamii,7.1944638,38.6090921,2,5 to 12
Shaashamannee Sad 2ffaa,7.2015438,38.6005394,2,9 to 10
Liidstaar Intarnashinaal Akkad,7.19611044,38.61684732,2,1 to 12
Shaashamannee Miliniyemii Sad.,7.1848013,38.6041875,2,9 to 10
Laangannoo,7.1972278,38.610533,2,9 to 12
Lusii  Sad. 2ffaa,7.1884467,38.6052796,2,9 to 12
Salaam Sad. 2faa,7.1911078,38.5951252,2,9 to 12
Lusii Hawwii  Boruu Akaadaamii,7.1917013,38.5866846,2,1 to 10
Qophaa'inaa Buulchaanaa,7.1932901,38.5818348,2,11 to 12
Paaradaayiz Vaalii  Sad. 2ffaa,7.194628,38.6095525,2,5 to 12
Kaatoolik Hibrat,7.1902288,38.5916264,2,4 to 12
Qophaa'inna  Shashamane,7.2050494,38.6081964,2,11 to 12
Betel sad.2ffaa,7.2070384,38.6006532,2,9 to 10
Hiil Tops,9.0357762,38.6728243,2,1 to 12
Qophaa'ina Buraayyuu,9.0711524,38.650854,2,11 to 12
Burraayyuu sad.2ffaa,9.0659436,38.6695738,2,9 to 10
Al-Afiyaa,9.0320423,38.6980258,2,1 to 12
Iluustaar Akkadaamii,9.0340798,38.676109,2,1 to 10
Akkadaamii Obadi Lak.2,8.9127708,38.6291934,2,1 to 12
Biraayit Foorchun Lakk 1,8.9304624,38.6645672,2,1 to 10
Sabataa Sad 2ffaa,8.9086196,38.6147971,2,9 to 10
